,Unnamed: 0,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
40,0,169096,0 no Connections,Manga,0,False,Akita Shoten,False,Pass,Pass,False,False,Ongoing,No,KAZAMA Hiroko,2020.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,104077,0-ji 5-fun no Cinderella,Manga,0,False,Shueisha Creative,False,Pass,Pass,False,False,Complete,No,FUJII Mitsuru,2013.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,12264,01,Manga,0,False,Takarajimasha,False,Pass,Pass,False,False,Complete,No,,2001.0,No,,,False,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,1702,07-Ghost,Manga,11,True,Ichijinsha,False,05/25/08,05/07/16,False,False,Complete,Yes,ICHIHARA Yukino,2005.0,Yes,"Go! Comi, Viz","Defunct / 3 Vols, 17 Vols - Complete",True,8.3,933,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,0,57322,07-Ghost: Children,Manga,1,False,Ichijinsha,False,06/14/09,09/22/09,False,False,Complete,No,ICHIHARA Yukino,2010.0,No,,,False,8.2,23,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,0,137225,0Toki Kara wa Dorei no Jikan.,Manga,0,False,Screamo,False,Pass,Pass,False,False,Complete,No,SERIZAWA Shikine,2015.0,Yes,Renta!,,False,4.2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,0,124851,1-Day Idol,Manga,1,False,Akita Shoten,True,08/02/15,08/02/15,False,False,Complete,Yes,KURIMI Ai,2014.0,No,,,False,6.9,28,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,0,88746,1-gatsu no Cleopatra,Manga,0,False,Shufu to Seikatsusha,False,Pass,Pass,False,False,Complete,No,SAEGUSA Tomo,1991.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,91949,1-nen C-gumi Yoshida Kakari,Manga,1,False,Ichijinsha,True,01/17/13,01/17/13,False,False,Complete,Yes,SAKURAI Shiori,2011.0,No,,,False,7.5,54,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,120015,1-nen D-gumi Nekoyama-sensei,Manga,0,False,Shogakukan,True,Pass,Pass,False,False,Complete,No,ARAI Rie,2015.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
