,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
2052,15,0,,139601,Dr. Stone,Manga,4,True,Shueisha,False,05/11/17,Pass,False,True,Ongoing,No,Boichi,2017,Yes,"MANGA Plus, Viz",12 Vols - Ongoing,True,7.3,315,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2053,16,0,,157600,Dr. Stone Reboot: Byakuya,Manga,4,False,Shueisha,False,10/25/19,Pass,False,True,Complete,Yes,Boichi,2019,Yes,"MANGA Plus, Viz",March 2021 - print / 9 chapters - digital; complete,False,7.5,39,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2055,18,0,,3106,Dragon Ball,Manga,14,False,Shueisha,False,02/14/07,Pass,False,True,Complete,Yes,TORIYAMA Akira,1984,Yes,"MANGA Plus, Viz",,True,8.6,1331,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2056,19,0,,122656,Dragon Ball Chou,Manga,8,False,Shueisha,False,08/20/15,Pass,False,True,Ongoing,No,Toyotarou,2015,Yes,"MANGA Plus, Viz",9 Vols - Ongoing,True,6.8,118,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2058,21,0,,137903,Dragon Ball Side Story,Manga,1,False,Shueisha,False,03/03/17,08/23/17,False,False,Complete,Yes,Dragon Garow Lee,2016,Yes,Viz,,False,7.5,52,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2059,22,0,,1114,Dragon Drive,Manga,5,False,Shueisha,False,08/07/04,02/20/09,False,False,Complete,Yes,SAKURA Kenichi,2001,Yes,Viz,14 Volumes - Complete,True,7.5,76,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2060,23,0,,7692,Dragon Girl,Manga,1,False,Akita Shoten,False,07/07/07,06/07/09,False,False,Complete,No,FUJIEDA Toru,2006,Yes,Yen Press,2 Vols - Complete,False,8.1,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2061,24,0,,1699,Dragon Half,Manga,3,False,Fujimi Shobo,False,08/01/07,04/24/09,False,False,Complete,Yes,MITA Ryuusuke,1988,Yes,Seven Seas,3 Vols - Complete,True,8.1,185,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2062,0,0,,384,Dragon Head,Manga,5,True,Kodansha,False,06/16/06,09/10/08,False,False,Complete,Yes,MOCHIZUKI Minetaro,1995,Yes,"Kodansha USA, TokyoPop","10 Vols - Complete; digital, Expired / 10 Vols - Complete",False,7.5,424,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2065,3,0,,2978,Dragon Quest - Monsters +,Manga,0,False,Square Enix,False,Pass,Pass,False,False,Complete,No,Yoshizaki Mine,2000,Yes,Seven Seas,5 Vols - Complete,False,8,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2069,7,0,,137743,"Dragon, Ie wo Kau.",Manga,1,True,Mag Garden,False,07/13/17,08/12/17,False,False,Ongoing,No,AYA Shouko,2016,Yes,Seven Seas,5 Vols - Ongoing,False,7.3,19,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2070,8,0,,86766,Dragons Rioting,Manga,5,False,Fujimi Shobo,False,07/13/13,11/13/15,False,False,Complete,Yes,WATANABE Tsuyoshi,2012,Yes,Yen Press,9 Vols - Complete,False,7.8,551,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2094,7,0,,134903,Dumbbell Nan Kilo Moteru?,Manga,2,False,Shogakukan,False,01/20/17,06/21/20,False,False,Ongoing,No,Maam,2016.0,Yes,Seven Seas,3 Vols - Ongoing,True,7.7,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2095,8,0,,106656,Dungeon Meshi,Manga,5,True,Enterbrain,False,08/31/15,07/15/20,False,False,Ongoing,No,KUI Ryoko,2014.0,Yes,Yen Press,8 Vols - Ongoing,False,8.9,386,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2096,9,0,,101942,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darou ka,Manga,9,False,Square Enix,False,09/08/13,09/15/19,False,False,Complete,No,Kunieda,2013.0,Yes,Yen Press,10 Volumes - Complete,True,8.2,522,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2098,11,0,,113951,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darou ka 4-koma - Kami-sama no Nichijou,Manga,2,False,Square Enix,False,10/25/14,09/01/17,False,False,Complete,Yes,TAKAMURA Masaya,2014.0,Yes,Yen Press,2 Vols - Complete,False,7.2,38,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2099,12,0,,110554,Dungeon ni Deai o Motomeru no wa Machigatte iru darou ka Gaiden - Sword Oratoria,Manga,5,False,Square Enix,False,05/23/15,06/28/20,False,False,Ongoing,No,YAGI Takashi,2014.0,Yes,Yen Press,11 Vols - Ongoing,False,7.7,87,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2101,14,0,,139612,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darou ka: Familia Chronicle Episode Ryu,Manga,2,False,Square Enix,False,03/05/17,08/22/18,False,False,Complete,Yes,MOMOYAMA Hinase,2017.0,Yes,Yen Press,6 Vols - Complete,False,7.7,29,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2104,17,0,,43436,Durarara!!,Manga,4,False,Square Enix,False,01/02/10,09/30/11,False,False,Complete,Yes,SATORIGI Akiyo,2009.0,Yes,Yen Press,4 Vols - Complete,True,8.2,284,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2106,19,0,,95161,Durarara!! - Koukinzoku Hen,Manga,1,False,Square Enix,False,06/17/13,06/17/13,False,False,Complete,No,SATORIGI Akiyo,2013.0,Yes,Yen Press,3 Vols - Complete,False,7.7,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2107,20,0,,116247,Durarara!! - Re;Dollars Hen,Manga,2,False,Square Enix,False,11/27/14,11/14/15,False,False,Ongoing,No,Aogiri,2014.0,Yes,Yen Press,5 Vols - Ongoing,False,8,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2108,21,0,,69421,Durarara!! - Saika Hen,Manga,0,False,Square Enix,False,Pass,Pass,False,False,Complete,Yes,SATORIGI Akiyo,2011.0,Yes,Yen Press,3 Vols - Complete,False,8.4,25,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2112,0,0,,146537,e No Genten: Starting Point,Manga,0,False,Shueisha,True,Pass,Pass,False,False,Complete,Yes,KOMI Naoshi,2018,Yes,Viz,,False,5.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2117,5,0,,7250,Eagle,Manga,0,True,Shogakukan,False,Pass,Pass,False,False,Complete,Yes,KAWAGUCHI Kaiji,1997,Yes,Viz,5 Omnibuses - Complete,False,7.1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2123,11,0,,1713,Eat-man,Manga,4,False,Media Works,False,08/26/02,Pass,True,True,Complete,Yes,YOSHITOMI Akihito,1996,Yes,Viz,2 Volumes - Dropped,False,8.2,201,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2135,23,0,,137957,Eclair - Anata ni Hibiku Yuri Anthology,Manga,8,False,ASCII Media Works,False,12/16/16,02/04/20,False,False,Ongoing,No,"AMANO Sakuya, AMANO Shuninta, ARATA Iri, Canno, Ejima Eri, Fly (フライ), Fumio Aya, HARA Yuriko, HARUMI Chihiro, HIIRAGI Yutaka, HIRAO Auri, ISAKI Uta, ITOU Hachi, Kabocha (II), KAWANAMI Izumi, Add, KITAO Taki, Kovachi Luka, Mekimeki, Miman, MINAKATA Sunao, MIYAHARA Miyako, Musshu, Nakatani Nio, NISHIO Shiori, Non (のん), Oku Tamamushi, TADANO Kagekichi, TAKADA Fumiko, TAKEBA Kumiko, U35, YUIKAWA Kazuno",2016,Yes,Yen Press,3 Vols - Ongoing,False,7.5,16,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2139,2,0,,39089,Eden no Ori,Manga,8,False,Kodansha,False,03/29/10,01/19/13,False,False,Complete,Yes,YAMADA Yoshinobu,2008,Yes,Kodansha Comics,21 Volumes - Complete,False,7.9,1376,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2140,3,0,,148774,Eden's Zero,Manga,4,False,Kodansha,False,08/29/18,08/04/20,False,False,Ongoing,No,MASHIMA Hiro,2018,Yes,Kodansha USA,8 Vols - Ongoing; print | digital,False,6.6,102,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2171,9,0,,6097,El-Hazard,Manga,4,False,Tokuma Shoten,False,06/07/07,12/22/11,False,False,Complete,Yes,TSUBURA Hidetomo,1996,Yes,Viz,Complete,False,7.6,34,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,16,0,,138132,Elf-san wa Yaserarenai.,Manga,1,False,Wani Books,False,06/02/18,06/22/20,False,False,Ongoing,No,Synecdoche,2016,Yes,Seven Seas,4 Vols - Ongoing,False,7.5,97,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2180,18,0,,73646,Elhanburg no Tenshi,Manga,1,False,Shodensha,False,10/02/13,01/01/15,False,False,Complete,Yes,Aki (あき),2010,Yes,Yen Press,1 Vol - Complete,False,7.6,73,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,3,0,,104,Emma,Manga,3,True,Enterbrain,False,01/31/05,10/24/09,False,False,Complete,Yes,MORI Kaoru,2002,Yes,"CMX, Yen Press","Defunct / 10 Vols - Complete, 5 Vols - Complete",True,8.6,1042,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2194,7,0,,127870,Emperor to Issho,Manga,1,False,Shueisha,False,08/16/17,Pass,True,True,Complete,Yes,mato (Mozu Hayanie),2015,Yes,Viz,2  digital Volumes + free chapters,False,7.7,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2203,16,0,,86718,Endevi,Manga,0,False,Enterbrain,False,Pass,Pass,False,False,Complete,No,SHIRAHAMA Kamome,2012,Yes,Yen Press,November 2020,False,Not rated,Not rated,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2207,20,0,,144652,Endo Yasuko Stalks the Night,Manga,0,False,Shonen Gahosha,False,Pass,Pass,False,False,Complete,No,FLOWERCHILD,2016,Yes,Seven Seas,2 Vols - Complete,False,9.8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2208,21,0,,126173,Enen no Shouboutai,Manga,6,False,Kodansha,False,10/28/15,08/02/20,False,False,Ongoing,No,OHKUBO Atsushi,2015,Yes,Kodansha USA,19 Vols - Ongoing,True,7.3,182,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2260,23,0,,15103,Eureka Seven: Gravity Boys & Lifting Girl,Manga,0,False,Kadokawa Shoten,False,Pass,Pass,False,False,Complete,Yes,KIZUKI Miki,2005.0,Yes,"Bandai, Viz","Defunct, 2 Volumes - Complete",False,6.7,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2264,2,0,,147914,Eve and Eve,Manga,1,False,Ichijinsha,False,11/23/17,03/24/18,False,False,Complete,No,NAGASHIRO Rouge,2018.0,Yes,Seven Seas,1 Volume - Complete,False,7.6,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2268,6,0,,7410,Even a Monkey Can Draw Manga,Manga,0,False,Shogakukan,False,Pass,Pass,False,False,Complete,No,"AIHARA Koji, TAKEKUMA Kentaro",1990.0,Yes,Viz,1 Volume - Dropped,False,7.3,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2269,7,0,,68027,Ever Green (KASUKABE Akira),Manga,6,False,ASCII Media Works,False,10/03/11,05/10/15,False,False,Complete,Yes,KASUKABE Akira,2011.0,Yes,Seven Seas,4 Vols - Complete,False,7.2,356,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2272,10,0,,2695,Excel Saga,Manga,0,False,Shonen Gahosha,False,Pass,Pass,False,False,Complete,Yes,RIKUDO Koshi,1996.0,Yes,Viz,27 Volumes - Complete,True,8.1,79,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2282,20,0,,259,Eyeshield 21,Manga,37,False,Shueisha,False,02/07/05,07/17/09,False,False,Complete,Yes,MURATA Yuusuke,2002.0,Yes,Viz,37 Volumes - Complete,True,8.7,1571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2283,21,0,,101213,ēlDLIVE,Manga,4,False,Shueisha,False,06/22/16,Pass,True,True,Complete,Yes,AMANO Akira,2013.0,Yes,Viz,11 Vols - Complete; digital,True,7.5,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2285,23,0,,155507,F-Ken,Manga,2,False,Shueisha,True,08/04/19,Pass,True,True,Complete,Yes,MATSUI Yuusei,2019.0,Yes,"MANGA Plus, Viz",,False,5.6,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2291,11,0,,3095,Fairy Cube,Manga,2,False,Hakusensha,False,02/16/06,10/19/07,False,False,Complete,Yes,YUKI Kaori,2005,Yes,Viz,3 Volumes - Complete,False,7.6,350,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2292,12,0,,112564,Fairy Girls,Manga,1,False,Kodansha,False,12/22/14,02/28/15,False,False,Complete,Yes,BOKU,2014,Yes,Kodansha Comics,4 Volumes - Complete; Digital,False,6.1,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2295,15,0,,3793,Fairy Tail,Manga,54,True,Kodansha,False,02/15/07,07/22/17,False,False,Complete,Yes,MASHIMA Hiro,2006,Yes,Kodansha USA,63 Vols - Complete,True,7.9,3235,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2296,16,0,,112565,Fairy Tail - Blue Mistral,Manga,4,False,Kodansha,False,11/10/14,04/30/15,False,False,Complete,Yes,WATANABE Rui,2014,Yes,Kodansha Comics,4 Volumes - Complete,False,6.5,21,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2297,17,0,,149172,Fairy Tail City Hero,Manga,1,False,Kodansha,False,12/12/18,12/18/19,False,False,Complete,Yes,Ando Ushio,2018,Yes,Kodansha USA,4 Vols - Complete; digital,False,5.2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2298,18,0,,124805,Fairy Tail Gaiden,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,Yes,SHIBANO Kyouta,2015,Yes,Kodansha Comics,3 Volumes - Complete,False,6.6,47,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2299,19,0,,138780,Fairy Tail S,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,Yes,MASHIMA Hiro,2016,Yes,Kodansha Comics,2 Volumes - Complete,False,6.1,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2300,20,0,,111822,Fairy Tail Zero,Manga,2,False,,False,07/17/14,07/18/15,False,False,Complete,Yes,MASHIMA Hiro,2014,Yes,Kodansha Comics,1 Volume - Complete,True,7.9,259,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2301,21,0,,149625,Fairy Tail: 100 Years Quest,Manga,2,False,Kodansha,False,07/25/18,08/12/20,False,False,Ongoing,No,UEDA Atsuo,2018,Yes,Kodansha USA,4 Vols - Ongoing,False,7.1,77,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2302,22,0,,149171,Fairy Tail: Happy no Daiboken,Manga,1,False,Kodansha,False,11/02/18,03/09/20,False,False,Ongoing,No,SAKAMOTO Kenshirou,2018,Yes,Kodansha USA,4 Vols - Ongoing; digital,False,7,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2325,21,0,,146143,Fate/Grand Order -mortalis:stella-,Manga,0,False,Ichijinsha,False,Pass,Pass,False,False,Ongoing,No,Shiramine,2017.0,Yes,Kodansha Comics,1 Vols - Ongoing,False,8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2328,24,0,,2010,Fate/Stay Night,Manga,12,False,"Kadokawa, Kadokawa Shoten",False,02/22/06,12/13/13,False,False,Complete,No,NISHIWAKI Datto,2006.0,Yes,Viz,10 Volumes - Dropped; Digital,True,8.1,299,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2345,16,0,,70921,Final Fantasy Reishiki,Manga,0,False,Square Enix,False,Pass,Pass,False,False,Complete,Yes,SHIOZAWA Takatoshi,2011.0,Yes,Yen Press,1 Vol - Complete,False,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2346,17,0,,76337,Final Fantasy Reishiki Gaiden - Hyouken no Shinigami,Manga,0,False,Square-Enix,False,Pass,Pass,False,False,Complete,Yes,SHIOZAWA Takatoshi,2012.0,Yes,Yen Press,5 Vols - Complete,False,7,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2348,19,0,,143546,Final Fantasy: Lost Stranger,Manga,1,False,Square Enix,False,07/15/17,Pass,True,True,Ongoing,No,KAMEYA Itsuki,2017.0,Yes,"Crunchyroll, Yen Press","Digital, 4 Vols - Ongoing",False,7.6,32,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2355,1,0,,132491,Fire Punch,Manga,4,True,Shueisha,False,12/08/16,01/05/18,False,False,Complete,Yes,FUJIMOTO Tatsuki,2016,Yes,Viz,8 Vols - Complete; print & digital,False,7.3,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
2379,0,0,,115606,Floor ni Maou ga Imasu,Manga,1,False,Media Factory,False,02/15/15,06/01/16,False,False,Ongoing,No,KAWAKAMI Masaki,2014,Yes,Seven Seas,7 Vols - Ongoing,False,7.3,56,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2408,11,0,,14911,Four Shoujo Stories,Manga,0,False,Viz,False,Pass,Pass,False,False,Complete,Yes,"HAGIO Moto, NISHI Keiko, SATO Shio",1996,Yes,Viz,1 Vol - Complete,False,7.8,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2412,15,0,,101456,Fragtime,Manga,3,False,Akita Shoten,False,09/20/13,06/03/20,False,False,Complete,Yes,Sato,2013,Yes,Seven Seas,1 Vol - Complete,False,7.6,177,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2413,16,0,,15181,Franken Fran,Manga,5,False,Akita Shoten,False,08/13/08,05/13/12,False,False,Complete,Yes,KIGITSU Katsuhisa,2006,Yes,Seven Seas,4 Omnibuses - Complete,False,8,773,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2414,17,0,,81530,Frankenstein (ITO Junji),Manga,0,True,Asahi Sonorama,False,Pass,Pass,False,False,Complete,Yes,ITOU Junji,2002,Yes,Viz,1 Vol - Complete,False,7.5,61,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2416,19,0,,115938,Frau Faust,Manga,3,False,Kodansha,False,06/13/16,09/14/16,False,False,Complete,Yes,YAMAZAKI Kore,2014,Yes,Kodansha Comics,5 Volumes - Complete,False,8,24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2421,24,0,,14963,Freezing,Manga,21,False,"D2 COMPANY, Kill Time Communication",False,08/01/09,08/02/20,False,False,Unknown,No,KIM Kwang-Hyun,2007,Yes,Seven Seas,13 Vols - Ongoing,True,7.4,1347,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2430,8,0,,3,Fruits Basket,Manga,17,True,Hakusensha,False,Unknown,09/11/07,False,False,Complete,Yes,TAKAYA Natsuki,1998.0,Yes,"TokyoPop, Yen Press","Expired / 23 Vols - Complete, 12 Vols - Complete",True,8.7,2608,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2431,9,0,,124328,Fruits Basket Another,Manga,3,False,Hakusensha,False,09/07/15,04/03/16,False,False,Complete,Yes,TAKAYA Natsuki,2015.0,Yes,Yen Press,3 Vols - Complete,False,6.8,58,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2433,11,0,,122178,Fudanshi Koukou Seikatsu,Manga,1,False,Ichijinsha,False,10/17/15,08/06/16,False,False,Complete,No,MICHINOKU Atami,2015.0,Yes,Seven Seas,5 Vols - Complete,True,8.1,69,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,17,0,,113378,Fujiwara Hakushaku no Junan,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,AOBE Mahito,2014.0,Yes,Yen Press,1 Vol - Complete; print & digital,False,6.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2440,18,0,,17746,Fujoshi Kanojo.,Manga,2,False,Enterbrain,False,10/10/08,08/04/09,False,False,Complete,Yes,SHINBA Rize,2007.0,Yes,Yen Press,5 Vols - Complete,False,7.6,308,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2445,23,0,,6693,Fukai Nemuri no Hana,Manga,0,False,Kadokawa Shoten,False,Pass,Pass,False,False,Complete,Yes,KAZUMI Yuana,2003.0,Yes,Viz,2 Volumes - Complete; Digital,False,7,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
