,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Name,Active or not,Release Frequency,Number of Release,Total Series,First Update,Lastest Update,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
4700,4713,13,0,Linkmasta,No,Inactive Group,2,2,09/01/07,09/07/07,2,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
4701,4714,14,0,Lion Mask,No,Inactive Group,20,1,08/09/16,10/01/16,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4702,4715,15,0,Lion of Genesis,No,Inactive Group,57,3,02/09/10,10/02/15,2,0,2,1,0,2,1,1,0,1,0,2,0,0,0,1,1,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0
4703,4716,16,0,Lion's Ridge Scanlations,Yes,Occasionally. About every 24 day(s),241,6,07/10/15,05/18/20,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0,3,0,4,0,0,0,0
4704,4717,17,0,Liquid Passion,No,Inactive Group,570,175,04/05/06,04/07/15,3,12,0,47,24,56,0,5,2,0,1,3,0,1,0,1,2,0,4,3,72,18,0,0,12,1,0,0,9,49,40,1,6,3,116,0
4705,4718,18,0,Listening Stories,Yes,Occasionally. About every 17 day(s),14,1,09/09/18,05/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4706,4719,19,0,Literal_Genie_,Yes,Often. About every 5 day(s),49,8,08/10/18,07/30/20,5,0,1,0,0,3,0,2,0,0,0,0,5,0,0,0,2,1,1,1,0,1,4,0,0,0,0,3,0,0,0,0,2,0,0,0
4707,4720,20,0,Literary Stray Scans,Yes,Often. About every 3 day(s),52,11,01/31/20,08/05/20,0,0,1,5,0,6,0,5,0,0,0,4,0,0,0,1,0,0,0,0,10,2,0,0,0,7,0,0,1,5,0,0,0,0,0,0
4708,4721,21,0,Lithe Scans,Yes,Often. About every 6 to 7 day(s),19,7,03/02/20,04/20/20,1,0,0,1,0,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0
4709,4722,22,0,Little Bird Translations,Yes,Infrequently,1,1,05/06/20,05/06/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4710,4723,23,0,Little Black Butterflies,No,Inactive Group,63,26,03/27/10,11/08/16,3,1,2,7,10,4,4,2,0,1,0,2,1,1,0,0,2,0,2,0,5,3,0,5,0,0,5,3,0,3,0,0,1,2,0,0
4711,4724,24,0,Little Clover,No,Inactive Group,10,3,08/05/19,10/06/19,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4712,4725,0,0,Little Miss and Good Sir Scanlations,Yes,Often. About every 2 to 3 day(s),136,33,04/06/20,07/30/20,10,0,8,12,0,20,0,11,1,1,0,5,3,1,0,1,3,0,6,3,14,8,2,3,0,10,0,12,0,11,0,5,11,3,0,0
4713,4726,1,0,Little Novel Translation,No,Inactive Group,104,1,03/05/16,12/31/16,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4714,4727,2,0,Little o,No,Inactive Group,12,1,06/27/15,08/26/16,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4715,4728,3,0,Little Sheep Scans,No,Inactive Group,4,1,05/03/10,05/15/10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4716,4729,4,0,Little Tree Scans,No,Inactive Group,3,3,no date,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0
4717,4730,5,0,Little White Butterflies,No,Inactive Group,1830,960,10/09/08,09/10/19,1,471,0,10,330,4,1,11,33,10,478,1,6,0,73,0,1,0,0,2,6,9,2,1,35,0,0,0,0,0,1,0,4,2,28,21
4718,4731,6,0,little-tomcat,No,Inactive Group,1,1,10/13/14,10/13/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4719,4732,7,0,LittleA,Yes,Infrequently,2,2,02/15/20,02/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4720,4733,8,0,LittleFattyTranslations,No,Inactive Group,20,1,03/10/16,05/17/16,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4721,4734,9,0,LittleShanks Translations,No,Inactive Group,237,2,02/18/16,09/11/17,2,0,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4722,4735,10,0,littlesparrowsnest,No,Inactive Group,1,1,no date,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723,4736,11,0,LittleTreeScans,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4724,4737,12,0,LittleWolf-Angels,No,Inactive Group,27,4,11/11/09,04/15/10,0,0,1,3,0,3,0,4,1,0,0,1,0,0,0,0,0,0,1,1,3,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0
4725,4738,13,0,Living Dolls,No,Inactive Group,18,1,01/23/12,06/03/12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4726,4739,14,0,Lizard Translations,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4727,4740,15,0,LL Scans,No,Inactive Group,3,1,07/14/16,01/01/17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4728,4741,16,0,llamrei,No,Inactive Group,3,3,09/05/09,02/10/10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4729,4742,17,0,LLer 3005,No,Inactive Group,2,1,07/19/05,07/19/05,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4730,4743,18,0,LLMBAC,No,Inactive Group,33,6,02/23/10,09/16/16,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,3,0,1,0,1,0,3,0,0,1,0,0,0
4731,4744,19,0,lmaonadelol,No,Inactive Group,10,3,08/08/15,03/28/16,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4732,4745,20,0,LMS Machine Translations,No,Inactive Group,10,1,09/21/15,11/20/15,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4733,4746,21,0,LMS Novel,No,Inactive Group,19,1,08/22/17,04/29/18,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4734,4747,22,0,lmstranslation,No,Inactive Group,1,1,no date,Unknown,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4735,4748,23,0,LN Addiction,No,Inactive Group,10,1,06/05/15,07/20/15,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4736,4749,24,0,LO_ORE,No,Inactive Group,1,1,07/22/19,07/22/19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4737,4750,0,0,LoathsomeTranslations,No,Inactive Group,3,1,06/11/16,06/14/16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4738,4751,1,0,LocalMoonman Translations,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4739,4752,2,0,Locke,No,Inactive Group,4,1,03/30/10,04/22/10,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4740,4753,3,0,Locrex,No,Inactive Group,3,1,01/17/14,11/07/15,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4741,4754,4,0,Loe Quality Translations,No,Inactive Group,2,2,08/19/12,07/14/13,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4742,4755,5,0,LoeQuality Translations,No,Inactive Group,1,1,07/01/16,07/01/16,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4743,4756,6,0,Loika,No,Inactive Group,10,8,04/27/07,12/24/09,0,0,0,1,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,4,0
4744,4757,7,0,lokh,No,Inactive Group,1,1,10/30/14,10/30/14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4745,4758,8,0,LOL Scans,Yes,Often. About every 4.2 day(s),648,34,10/05/15,08/05/20,14,0,6,13,0,15,1,7,0,0,0,2,0,1,0,0,1,0,4,4,12,8,2,4,0,5,0,7,0,5,0,0,8,0,0,0
4746,4759,9,0,lolcopypaste,No,Inactive Group,5,1,06/14/12,06/22/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747,4760,10,0,Loli Appreciation Bureau,Yes,Occasionally. About every 10 day(s),37,6,10/10/19,08/02/20,0,2,0,1,0,0,2,0,0,1,1,0,0,0,3,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2
4748,4761,11,0,Loli Army,No,Inactive Group,7,2,07/18/14,10/26/15,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4749,4762,12,0,Loli Brigade Scans,No,Inactive Group,53,9,09/16/13,12/15/14,5,0,3,8,0,2,6,5,0,6,0,0,0,0,0,0,2,0,0,0,7,3,1,4,0,0,0,4,0,0,0,0,1,0,0,0
4750,4763,13,0,Loli Mamoritai,Yes,Infrequently,232,12,05/04/16,07/11/20,1,0,3,4,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,4,0,0,0,0,0,0
4751,4764,14,0,Loli Pedo Ninjas,No,Inactive Group,11,2,09/29/11,03/31/12,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
4752,4765,15,0,Loli Soul,Yes,Infrequently. About every 31 day(s),53,8,12/01/18,08/02/20,1,0,1,1,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,1,2,0,0
4753,4766,16,0,Loliconnection,No,Inactive Group,1,1,05/03/08,05/03/08,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754,4767,17,0,Loligang,Yes,Infrequently,1,1,07/22/20,07/22/20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4755,4768,18,0,Lolilicious,No,Inactive Group,5,3,05/31/05,07/27/06,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0
4756,4769,19,0,Lolilicious Scans,No,Inactive Group,5,1,10/26/10,11/23/10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4757,4770,20,0,LoliLoli Hunters,No,Inactive Group,62,49,08/06/11,03/14/14,0,25,0,0,11,0,0,0,0,2,27,0,0,0,23,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4758,4771,21,0,lOlIlOVERS,Yes,Occasionally. About every 15 day(s),98,6,07/21/17,08/03/20,0,1,0,5,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,2,4,0,3,0,0,0,0,0,4,0,0,0,0,0,1
4759,4772,22,0,Lolipop Scans,No,Inactive Group,23,10,02/22/14,03/12/15,0,1,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760,4773,23,0,Loliquent,No,Inactive Group,24,2,04/23/15,07/14/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4761,4774,24,0,Lolishou Scan,Yes,Infrequently,1,1,06/21/20,06/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762,4775,0,0,Lolitannia,No,Inactive Group,160,20,10/08/10,07/03/19,3,0,1,15,0,4,4,3,0,6,0,1,0,0,1,0,1,0,0,0,12,10,2,9,0,0,1,10,0,3,0,1,3,0,0,0
4763,4776,1,0,Lolitopia,No,Inactive Group,2,2,04/09/09,07/30/09,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0
4764,4777,2,0,LollistarX Scanlations,No,Inactive Group,27,6,10/18/12,12/28/18,0,0,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0
4765,4778,3,0,Lone Manga,No,Inactive Group,424,23,07/11/14,10/28/16,16,0,8,11,0,12,3,13,1,1,0,0,2,0,0,5,0,0,3,2,4,7,4,0,0,1,1,14,0,2,0,0,9,5,0,0
4766,4779,4,0,Lone Ranger Scans,No,Inactive Group,1,1,07/25/18,07/25/18,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4767,4780,5,0,Lone Ricotta,Yes,Infrequently,2,1,06/15/20,06/15/20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
4768,4781,6,0,LoneHare,No,Inactive Group,10,1,11/26/14,03/24/15,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4769,4782,7,0,Lonely AF,Yes,Often. About every 1 to 2 day(s),34,17,02/19/20,05/23/20,1,0,0,5,0,3,0,13,0,1,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
4770,4783,8,0,Lonely Boy Scans,Yes,Occasionally. About every 15 day(s),42,2,07/22/18,06/15/20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4771,4784,9,0,Lonely Hikikomori,Yes,Occasionally. About every 20 day(s),96,10,07/25/18,07/21/20,1,0,0,5,0,4,2,0,1,0,0,0,0,0,0,0,2,1,0,0,5,4,2,3,0,0,1,4,0,3,0,0,3,0,0,0
4772,4785,10,0,Lonely Soul Translations,No,Inactive Group,2,1,05/07/19,05/16/19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4773,4786,11,0,Lonesome Scans,No,Inactive Group,2,1,09/19/18,10/10/18,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4774,4787,12,0,Long Dream,No,Inactive Group,3,3,06/30/13,07/02/13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4775,4788,13,0,LONGBJS,No,Inactive Group,4,1,12/07/06,03/04/07,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4776,4789,14,0,longhairgirl,Yes,Infrequently,12,11,12/25/17,05/04/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4777,4790,15,0,Loofnuk,No,Inactive Group,5,5,12/18/08,04/03/10,0,4,0,0,0,0,0,1,3,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4778,4791,16,0,lookslikerainydays,No,Inactive Group,11,2,08/07/16,01/30/17,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
4779,4792,17,0,LOOP,No,Inactive Group,1,1,07/29/06,07/29/06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4780,4793,18,0,LorCromwell,No,Inactive Group,4,1,02/06/15,02/19/15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4781,4794,19,0,Lord Akari,No,Inactive Group,13,2,11/12/19,01/05/20,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4782,4795,20,0,Lord Starfish,No,Inactive Group,18,1,10/02/14,04/30/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4783,4796,21,0,lordobsidian,No,Inactive Group,5,2,no date,Unknown,1,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
4784,4797,22,0,LordofScrubs,No,Inactive Group,11,2,04/22/15,05/13/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4785,4798,23,0,Lorec,No,Inactive Group,2,1,01/03/14,01/04/14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4786,4799,24,0,LoreScans,Yes,Occasionally. About every 12 day(s),144,11,04/21/17,07/27/20,0,0,1,5,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5,5,0,3,0,0,0,5,0,3,0,0,1,0,0,0
4787,4800,0,0,Lorizean,No,Inactive Group,3,2,01/22/10,11/12/10,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4788,4801,1,0,losers,No,Inactive Group,3,1,02/12/08,02/14/08,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4789,4802,2,0,Lost Heaven,No,Inactive Group,71,12,07/20/03,01/22/07,2,0,3,2,0,3,1,3,2,1,0,2,2,1,0,0,1,0,2,1,2,1,0,1,0,1,0,5,0,3,0,0,2,1,0,0
4790,4803,3,0,Lost Heaven (yaoi),No,Inactive Group,1,1,02/05/07,02/05/07,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4791,4804,4,0,Lost in Scanlation,No,Inactive Group,2,2,no date,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4792,4805,5,0,Lost in the Clouds,Yes,Infrequently,5,2,01/06/18,02/07/20,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4793,4806,6,0,Lost in Translation,No,Inactive Group,43,6,08/06/15,07/09/16,2,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4794,4807,7,0,Lost In YujiKiri Translation,No,Inactive Group,1,1,11/13/19,11/13/19,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4795,4808,8,0,Lost Marbles,No,Inactive Group,5,1,06/13/18,08/12/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4796,4809,9,0,Lost n Found,No,Inactive Group,13,4,09/01/12,10/22/14,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
4797,4810,10,0,Lost Saga,No,Inactive Group,2,1,08/20/04,06/27/05,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4798,4811,11,0,Lost Translations,Yes,Often. About every 4 to 5 day(s),26,9,12/25/17,08/01/20,0,0,0,6,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6,0,0,0,7,0,0,0,3,0,0,0,0,0,0
4799,4812,12,0,LostDonut,No,Inactive Group,1,1,06/22/11,06/22/11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4800,4813,13,0,LostInRed,No,Inactive Group,3,3,10/15/17,10/24/17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4801,4814,14,0,Lotto,No,Inactive Group,2,1,12/03/19,12/04/19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4802,4815,15,0,Lotus in the Mire,Yes,Infrequently,3,1,03/29/20,04/22/20,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4803,4816,16,0,Lotus Scans,No,Inactive Group,2,2,05/26/14,12/24/14,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0
4804,4817,17,0,Lotus Translations,No,Inactive Group,16,3,09/15/17,01/29/18,0,0,0,3,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4805,4818,18,0,Lounge 13,No,Inactive Group,2,1,05/08/18,09/07/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4806,4819,19,0,Love and Voice,No,Inactive Group,26,3,12/20/06,09/01/10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4807,4820,20,0,Love Can Bloom on the Battlefield Scanlations,No,Inactive Group,2,2,09/05/08,10/31/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4808,4821,21,0,Love Doujinshi,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4809,4822,22,0,Love for Pop Culture,No,Inactive Group,2,1,03/07/03,05/16/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4810,4823,23,0,Love Freedom,Yes,Infrequently,2,1,04/20/20,05/08/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4811,4824,24,0,Love Juice,No,Inactive Group,3,3,12/15/10,10/15/11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
4812,4825,0,0,Love Live Scanlations,No,Inactive Group,340,1,08/02/15,09/14/18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4813,4826,1,0,Love Mission,No,Inactive Group,6,4,07/02/10,08/20/10,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0
4814,4827,2,0,Love Shot Manga,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4815,4828,3,0,Love*Co,No,Inactive Group,2,1,10/27/05,03/25/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4816,4829,4,0,love-emptiness,No,Inactive Group,16,15,12/31/08,05/07/10,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
4817,4830,5,0,Loveless,No,Inactive Group,124,38,08/05/04,09/28/10,1,0,0,14,0,17,0,2,0,0,0,3,0,0,0,0,2,0,0,1,10,7,1,0,0,0,0,0,2,8,4,1,5,1,21,0
